path,name,sha256,size_mb,pages,producer,creator,error
D:\Общая_Рабочая\2024\Баня Токсово\СПЕЦ\Потолок\3.pdf,3.pdf,78e9eb29a2f11ad3,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Баня Токсово\СПЕЦ\Рамка\4.pdf,4.pdf,ccb80b8d285ddf3f,0.38,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Баня Токсово\СПЕЦ\Стены\2.pdf,2.pdf,ede9937b02f43264,0.39,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Баня Токсово\СТЕНЫ\Баня Новое Токсово - Стены.pdf,Баня Новое Токсово - Стены.pdf,1a19d074c3065fb3,1.81,17,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.18),
D:\Общая_Рабочая\2024\Баня Ярославль\Новая папка\Баня Рязань - Стены.pdf,Баня Рязань - Стены.pdf,84e4e5395dabe901,1.17,10,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Баня Ярославль\Новая папка\Баня Ярославль - План сборки Потолка.pdf,Баня Ярославль - План сборки Потолка.pdf,b5d85470945d3b1f,0.21,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Баня Ярославль\Пол\Баня Ярославль - План сборки пола.pdf,Баня Ярославль - План сборки пола.pdf,f22068cefa2836b4,1.05,7,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.18),
D:\Общая_Рабочая\2024\Баня Ярославль\Потолок\2.pdf,2.pdf,228284dcdd6e2b1c,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Баня Ярославль\Потолок\Баня Ярославль - План сборки Потолка.pdf,Баня Ярославль - План сборки Потолка.pdf,f36f3b5742df6d49,0.6,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Баня Ярославль\Рамка\Баня Рязань - Рамка.pdf,Баня Рязань - Рамка.pdf,93c1d678ef2f5a2b,0.27,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Баня Ярославль\СПЕЦ\Пол\1.pdf,1.pdf,2a446c24301a584a,0.4,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Баня Ярославль\СПЕЦ\Пол\2.pdf,2.pdf,1cafe7be8e74c930,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Баня Ярославль\СПЕЦ\Пол\3.pdf,3.pdf,824d0d472cbc2c51,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Баня Ярославль\СПЕЦ\Стены\1.pdf,1.pdf,6c4b7af9dbd1a112,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Баня Ярославль\Стены\Баня Рязань - Стены.pdf,Баня Рязань - Стены.pdf,ba30e22c0b1cf997,1.17,10,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Боброво\Кассеты\Тип 1 и 2.pdf,Тип 1 и 2.pdf,dd085b7dddbc8b90,0.4,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Боброво\Кассеты\Тип0.pdf,Тип0.pdf,b301050646f0d70a,0.4,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Боброво\Кассеты Нов\Кассеты и планки для заказа - Боброво.pdf,Кассеты и планки для заказа - Боброво.pdf,5bc950dccd660043,1.24,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.15),
D:\Общая_Рабочая\2024\Боброво\Кассеты Нов\Кассеты.pdf,Кассеты.pdf,15cb4fc4f3f04878,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Боброво\Кассеты Нов\Тип 0.pdf,Тип 0.pdf,751068fdca61fc5d,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Боброво\Кассеты Нов\Тип 1 и 2.pdf,Тип 1 и 2.pdf,ff13cde9ff237a8a,0.4,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Боброво\ПОЛ\Жилой Дом Боброво - Пол.pdf,Жилой Дом Боброво - Пол.pdf,2e4d15dc6f47f662,1.0,6,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Боброво\Потолок\Дом Боброво - Потолки.pdf,Дом Боброво - Потолки.pdf,895571a55fc52c74,0.88,6,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.14),
D:\Общая_Рабочая\2024\Боброво\СПЕЦ\Пол\1.pdf,1.pdf,ed8e366ed3085e15,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Боброво\СПЕЦ\Потолок\111.pdf,111.pdf,50f1ba25371cf45c,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Боброво\СПЕЦ\Стен\1111.pdf,1111.pdf,02d361ff0ecc4884,0.4,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Боброво\Стены\Жилой Дом Боброво - Стены.pdf,Жилой Дом Боброво - Стены.pdf,ebc7c43e9105487e,6.4,24,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.15),
D:\Общая_Рабочая\2024\Васин друг\Баня плюс спортзал В2.pdf,Баня плюс спортзал В2.pdf,7ab5c071d293da24,0.64,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Васин друг\Баня плюс спортзал В3.pdf,Баня плюс спортзал В3.pdf,123e074a390b2f9c,0.64,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Васин друг\Баня плюс спортзал.pdf,Баня плюс спортзал.pdf,57360cd4091076bb,0.63,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\Горомово План Каркаса.pdf,Горомово План Каркаса.pdf,91e3e5db323094c2,6.93,41,iLovePDF,,
D:\Общая_Рабочая\2024\Громово\Итоги расчетов.pdf,Итоги расчетов.pdf,a34465d1eef336c2,0.42,4,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\Кассеты\Кассеты и планки для заказа - Громово.pdf,Кассеты и планки для заказа - Громово.pdf,36d0a9e9a4243423,1.24,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.15),
D:\Общая_Рабочая\2024\Громово\Кассеты\Кассеты.pdf,Кассеты.pdf,d7739525a1b7a24a,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\Кассеты\Тип 0.pdf,Тип 0.pdf,5fac841d209b9075,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\Кассеты\Тип 1 и 2.pdf,Тип 1 и 2.pdf,a116a2f84fd38489,0.4,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\Новая папка\Громово - Фасады.pdf,Громово - Фасады.pdf,28b79cb55e631d55,0.47,4,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.11),
D:\Общая_Рабочая\2024\Громово\ПОЛ\Громово - Каркас Пола.pdf,Громово - Каркас Пола.pdf,e4122a8c59f227ce,0.97,6,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.14),
D:\Общая_Рабочая\2024\Громово\ПОТОЛКИ\1.pdf,1.pdf,728e27357e07c367,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\ПОТОЛКИ\Дом Громово - Потолки.pdf,Дом Громово - Потолки.pdf,6d66b4cc939d24cb,1.23,6,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.12),
D:\Общая_Рабочая\2024\Громово\Расчет над окном.pdf,Расчет над окном.pdf,318d3eed018a6300,0.45,8,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\Расчет центральной балки.pdf,Расчет центральной балки.pdf,bcd8c178efe7ec39,0.45,8,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\Расчеты\Громово - Расчеты.pdf,Громово - Расчеты.pdf,27f268128c9cf5cc,3.16,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.11),
D:\Общая_Рабочая\2024\Громово\СПЕЦ\Полы\1.pdf,1.pdf,0d1cdedec51deaf1,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\СПЕЦ\Потолки\1.pdf,1.pdf,9e1ea5a6d38dca49,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\СПЕЦ\Стены\11111111111.pdf,11111111111.pdf,c0d1f88a4f6c23fa,0.41,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Громово\СТЕНЫ\Громово - Стены.pdf,Громово - Стены.pdf,795fd70331368974,4.74,29,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.13),
D:\Общая_Рабочая\2024\Для Юры\В1.pdf,В1.pdf,4879fec3dceac4fc,0.28,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Зеленая роща\Выход\Пол\Баня Зеленая Роща - План сборки пола.pdf,Баня Зеленая Роща - План сборки пола.pdf,cdce544aaf2c216f,0.14,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Зеленая роща\Выход\Пол\Баня Зеленая Роща- Данные Полы Каркас.pdf,Баня Зеленая Роща- Данные Полы Каркас.pdf,37254533c5ddcb3e,0.12,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Зеленая роща\Выход\Потолок\Баня Зеленая Роща - План сборки Потолка.pdf,Баня Зеленая Роща - План сборки Потолка.pdf,eafc797700f234b1,0.54,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Зеленая роща\Выход\Рамка\Баня Зеленая Роща - Рамка.pdf,Баня Зеленая Роща - Рамка.pdf,9cad662c2708ff9d,0.7,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Зеленая роща\Выход\Стены\Баня Зеленая Роща - Стены.pdf,Баня Зеленая Роща - Стены.pdf,815fa1838f3981bf,0.97,9,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.19),
D:\Общая_Рабочая\2024\Зеленая роща\Спец\1111.pdf,1111.pdf,c5345ccc360c59ae,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Карповы\Кассеты\Для заказа дополнительно- Карповы.pdf,Для заказа дополнительно- Карповы.pdf,d29b3299790cd0ba,0.05,2,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.15),
D:\Общая_Рабочая\2024\Карповы\Кассеты\Кассеты и планки для заказа - Карповы.pdf,Кассеты и планки для заказа - Карповы.pdf,c389c8fb32e79b4d,0.14,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.14),
D:\Общая_Рабочая\2024\Карповы\Полы\Жилой Дом Карповы - Полы.pdf,Жилой Дом Карповы - Полы.pdf,aed20356cae3b80f,2.92,15,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.15),
D:\Общая_Рабочая\2024\Карповы\Потолки\Жилой Дом Карповы - Потолки.pdf,Жилой Дом Карповы - Потолки.pdf,a7c1ac3ef4ffbdf5,1.05,7,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.13),
D:\Общая_Рабочая\2024\Карповы\Специфик\GNK\111.pdf,111.pdf,b8794f9f6c44f4c7,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Карповы\Специфик\Стены\1.pdf,1.pdf,69b6766f8e4ae63d,0.41,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Карповы\Стены\Жилой Дом Карповы - Стены.pdf,Жилой Дом Карповы - Стены.pdf,1ba6abd502758885,3.18,33,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.13),
D:\Общая_Рабочая\2024\Конструктив всякий\Для транспортировки[1].pdf,Для транспортировки[1].pdf,f02c67310d6bd823,0.06,1,SOLIDWORKS PDF Publisher,SOLIDWORKS 2018 SP4.0 (2018211),
D:\Общая_Рабочая\2024\Конструктив всякий\Модуль Новая схема - Конструкция.pdf,Модуль Новая схема - Конструкция.pdf,68ca955d4c67d9db,2.86,5,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.25),
D:\Общая_Рабочая\2024\Куприенко\Внутренняя отделка\6.pdf,6.pdf,548e30d7d36c250e,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\Внутренняя отделка\Проект Форт Ино (Куприенко) - План внутренней отделки.pdf,Проект Форт Ино (Куприенко) - План внутренней отделки.pdf,dde4346a26ce88fe,2.06,16,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.10),
D:\Общая_Рабочая\2024\Куприенко\Внутренняя отделка\Распил.pdf,Распил.pdf,96bf90a9dc37a37c,0.42,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\Кассеты\Кассеты.pdf,Кассеты.pdf,1fb39c6261adbdb5,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\Кассеты\Тип 0.pdf,Тип 0.pdf,c8f803c971e0f22d,0.4,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\Наружная отедлка\5.pdf,5.pdf,a9ac8ef6a836a003,0.49,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\Наружная отедлка\Проект Форт Ино (Куприенко) - Наружная отделка.pdf,Проект Форт Ино (Куприенко) - Наружная отделка.pdf,00c7f786e9c3e941,1.63,9,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.10),
D:\Общая_Рабочая\2024\Куприенко\Планировка 2МД В1.pdf,Планировка 2МД В1.pdf,6faa17858a9691bb,0.47,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\Планировка 2МД В2.pdf,Планировка 2МД В2.pdf,615a4385201687dd,0.41,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\Планировка Куприенко.pdf,Планировка Куприенко.pdf,e0bc3d2d32a8a034,0.16,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\ПОЛ\Куприенко 2МД - Пол.pdf,Куприенко 2МД - Пол.pdf,08f9780c0b338853,1.11,5,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.11),
D:\Общая_Рабочая\2024\Куприенко\ПОТОЛОК\Дом Куприенко - Потолки.pdf,Дом Куприенко - Потолки.pdf,cec2bfa2ea17922b,0.64,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.10),
D:\Общая_Рабочая\2024\Куприенко\СПЕЦ\Пол\1.pdf,1.pdf,4f2bb0d405501641,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\СПЕЦ\Потолок\3.pdf,3.pdf,2617875114e28611,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\СПЕЦ\Стены\2.pdf,2.pdf,40266c4e3bdd7811,0.39,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Куприенко\СТЕНЫ\2\Куприенко - Стены.pdf,Куприенко - Стены.pdf,9f4091a9a58758ea,6.24,16,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.11),
D:\Общая_Рабочая\2024\Куприенко\СТЕНЫ\Куприенко - Стены.pdf,Куприенко - Стены.pdf,df9456fac844d67f,6.26,16,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.11),
D:\Общая_Рабочая\2024\Ладога парк\КАССЕТЫ\Кассеты и планки для заказа - Ладога Парк.pdf,Кассеты и планки для заказа - Ладога Парк.pdf,4e4ce89e8d1660ed,0.14,3,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.14),
D:\Общая_Рабочая\2024\Ладога парк\Новая папка\Жилой Дом Ладога Парк - Отделка Пиломатериалы.pdf,Жилой Дом Ладога Парк - Отделка Пиломатериалы.pdf,79a22fb419882adb,0.15,1,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.15),
D:\Общая_Рабочая\2024\Ладога парк\ПОЛ\Жилой Дом Ладога Прак - Пол.pdf,Жилой Дом Ладога Прак - Пол.pdf,b854e9ee99c0d069,0.89,4,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.18),
D:\Общая_Рабочая\2024\Ладога парк\ПОТОЛКИ\Жилой Дом Ладога Парк - Потолки.pdf,Жилой Дом Ладога Парк - Потолки.pdf,29e68f685022595d,0.67,4,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.18),
D:\Общая_Рабочая\2024\Ладога парк\Спец\ПТЛ\11.pdf,11.pdf,f9a9ce8405732fca,0.39,1,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Ладога парк\Спец\СТН\11111.pdf,11111.pdf,4be9d50f7d50a427,0.4,2,Microsoft: Print To PDF,,
D:\Общая_Рабочая\2024\Ладога парк\СТЕНЫ\Жилой Дом Ладога парк - Стены.pdf,Жилой Дом Ладога парк - Стены.pdf,cddb30cdbfd5c0eb,3.74,14,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.18),
"D:\Общая_Рабочая\2024\Лахденпохья 2М\Жилой Дом Лахденпохья 2М - терраса, крыльцо.pdf","Жилой Дом Лахденпохья 2М - терраса, крыльцо.pdf",2f982c10853ad39a,1.12,4,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.17),
D:\Общая_Рабочая\2024\Лахденпохья 3М\Полы\Жилой Дом Лахденпохья 3М - Пол конструктив.pdf,Жилой Дом Лахденпохья 3М - Пол конструктив.pdf,32f9a4c7804dfcc6,0.78,5,"PDFTron PDFNet, V9.20793",Archicad (GSPublisherVersion: 0.0.100.17),
